Geneid,RAW1,RAW1yuan,RAW2,RAW2yuan,RAW3,RAW3yuan
ENSMUSG00000026686,0,0,0,0,1,0
ENSMUSG00000093538,0,0,0,0,0,0
ENSMUSG00000052534,4,0,0,0,0,3
ENSMUSG00000103780,0,0,0,0,0,0
ENSMUSG00000102594,0,0,0,0,0,0
ENSMUSG00000098407,0,0,0,0,0,0
ENSMUSG00000103463,0,0,0,0,0,0
ENSMUSG00000098829,0,0,0,0,0,0
ENSMUSG00000103530,0,0,0,0,0,0
ENSMUSG00000058622,1,1,0,1,0,0
ENSMUSG00000026683,780,1087,683,1191,779,1260
ENSMUSG00000103526,0,0,0,0,0,0
ENSMUSG00000103267,0,0,0,0,0,0
ENSMUSG00000026678,0,0,2,0,0,0
ENSMUSG00000038530,0,0,0,0,0,0
ENSMUSG00000119314,0,0,0,0,0,0
ENSMUSG00000103110,0,0,0,0,0,0
ENSMUSG00000070532,0,0,0,0,0,1
ENSMUSG00000089990,0,0,0,0,0,0
ENSMUSG00000026675,407,458,377,461,389,445
ENSMUSG00000097503,14,5,3,4,9,11
ENSMUSG00000026674,147,26,211,20,169,40
ENSMUSG00000026670,991,773,827,787,1029,881
ENSMUSG00000104266,0,0,0,0,2,0
ENSMUSG00000103908,1,1,0,0,0,0
ENSMUSG00000026667,4306,3673,4316,3532,4030,3958
ENSMUSG00000044306,0,2,2,1,0,0
ENSMUSG00000073494,0,0,0,1,0,0
ENSMUSG00000096964,3,2,10,3,0,2
ENSMUSG00000102418,2,0,0,1,2,3
ENSMUSG00000102752,0,0,0,0,0,0
ENSMUSG00000038473,0,0,0,0,0,0
ENSMUSG00000042800,0,0,0,0,0,0
ENSMUSG00000102193,1,2,2,0,3,4
ENSMUSG00000038463,4,5,14,2,9,3
ENSMUSG00000026663,3512,3218,3461,3163,3341,3502
ENSMUSG00000119556,0,0,0,0,1,0
ENSMUSG00000119049,1,0,1,0,2,1
ENSMUSG00000053925,18,35,15,36,23,40
ENSMUSG00000026659,183,250,164,257,179,298
ENSMUSG00000096968,0,8,2,4,3,3
ENSMUSG00000070524,19,2,9,0,17,4
ENSMUSG00000038421,0,0,2,2,2,1
ENSMUSG00000089838,81,105,87,141,113,130
ENSMUSG00000104386,0,0,0,0,0,0
ENSMUSG00000026656,696,297,942,279,723,293
ENSMUSG00000103676,3,0,5,0,1,0
ENSMUSG00000104340,3,1,3,0,2,0
ENSMUSG00000059089,547,158,619,148,499,155
ENSMUSG00000065905,0,1,1,0,1,0
ENSMUSG00000059498,435,17,553,35,418,27
ENSMUSG00000118979,0,0,0,1,0,0
ENSMUSG00000026649,22,25,23,15,11,10
ENSMUSG00000058076,2532,2371,2460,2458,2331,2666
ENSMUSG00000056569,0,4,1,2,1,1
ENSMUSG00000038370,1,0,1,0,1,0
ENSMUSG00000005677,6,0,3,1,4,7
ENSMUSG00000005674,285,260,278,268,238,271
ENSMUSG00000005681,27,20,19,31,31,30
ENSMUSG00000058715,4293,3784,4261,3882,4113,4216
ENSMUSG00000013593,3598,4233,3397,4208,3565,4456
ENSMUSG00000006403,106,5,138,4,101,7
ENSMUSG00000052423,974,580,930,522,902,610
ENSMUSG00000062729,640,430,692,384,650,426
ENSMUSG00000053483,838,802,786,824,757,841
ENSMUSG00000062963,790,1113,793,1113,787,1216
ENSMUSG00000079137,7,4,12,13,10,16
ENSMUSG00000087747,0,0,0,0,0,0
ENSMUSG00000103983,44,68,47,69,37,59
ENSMUSG00000013973,319,253,295,227,301,258
ENSMUSG00000013997,580,407,499,408,525,385
ENSMUSG00000006412,1090,1367,1033,1297,1119,1425
ENSMUSG00000102929,43,32,30,40,45,35
ENSMUSG00000045259,4,0,1,0,2,0
ENSMUSG00000103727,0,0,0,1,0,1
ENSMUSG00000006411,58,11,72,7,55,3
ENSMUSG00000048865,7454,7387,6963,7050,7666,7424
ENSMUSG00000026641,977,758,1112,716,1101,833
ENSMUSG00000103711,5,2,11,8,5,13
ENSMUSG00000038235,557,167,588,176,637,228
ENSMUSG00000091993,2,14,4,5,4,15
ENSMUSG00000119640,0,0,0,0,0,0
ENSMUSG00000060244,57,96,50,83,49,94
ENSMUSG00000038218,42,68,37,48,36,54
ENSMUSG00000038209,241,253,296,242,292,253
ENSMUSG00000103980,0,1,0,0,0,0
ENSMUSG00000004709,385,330,430,216,431,326
ENSMUSG00000004707,1291,2049,1203,2032,1336,2101
ENSMUSG00000038179,36,19,55,9,40,5
ENSMUSG00000103219,0,0,0,0,0,0
ENSMUSG00000098316,0,0,0,0,0,0
ENSMUSG00000103083,3,6,5,0,5,7
ENSMUSG00000103137,0,3,2,3,2,1
ENSMUSG00000015355,273,242,267,170,204,244
ENSMUSG00000103883,7,2,5,1,2,5
ENSMUSG00000059058,738,1218,753,1054,894,1187
ENSMUSG00000104224,0,0,0,0,0,0
ENSMUSG00000104440,0,0,0,0,0,0
ENSMUSG00000119062,0,0,0,0,0,0
ENSMUSG00000015316,0,0,3,0,1,0
ENSMUSG00000038147,196,339,172,294,169,275
ENSMUSG00000073492,9,19,3,9,11,8
ENSMUSG00000104413,0,0,0,0,0,0
ENSMUSG00000015314,19,75,14,62,24,69
ENSMUSG00000026556,2,2,5,2,4,0
ENSMUSG00000051251,2,0,1,0,1,1
ENSMUSG00000003458,2249,2530,2202,2319,2157,2506
ENSMUSG00000026553,7212,7370,6494,7092,7035,7725
ENSMUSG00000102779,2,1,0,0,0,0
ENSMUSG00000103380,4,2,1,1,0,1
ENSMUSG00000003464,1398,1396,1208,1249,1342,1369
ENSMUSG00000089803,115,132,90,142,140,170
ENSMUSG00000026554,1698,1764,1773,1800,1773,1849
ENSMUSG00000013698,1652,1131,1704,1062,1657,1285
ENSMUSG00000007122,0,2,1,2,2,0
ENSMUSG00000092085,0,0,0,0,1,0
ENSMUSG00000007107,1,0,0,0,0,1
ENSMUSG00000103617,0,0,0,0,0,0
ENSMUSG00000038034,4543,6264,4449,5756,4779,6555
ENSMUSG00000007097,1,1,0,0,1,0
ENSMUSG00000038026,13,27,26,28,20,17
ENSMUSG00000102413,4,5,0,3,1,2
ENSMUSG00000044708,3,3,1,3,2,0
ENSMUSG00000050229,1542,1548,1521,1604,1559,1765
ENSMUSG00000102278,23,9,32,11,20,8
ENSMUSG00000103357,16,0,11,3,10,3
ENSMUSG00000026548,188,78,191,83,218,103
ENSMUSG00000037995,43,17,34,20,43,18
ENSMUSG00000026547,4960,5381,4644,4945,4728,5498
ENSMUSG00000104351,0,0,0,0,0,0
ENSMUSG00000026546,4,1,2,4,5,8
ENSMUSG00000085184,4,5,8,4,6,1
ENSMUSG00000049598,36,2,22,7,22,10
ENSMUSG00000053318,2,1,1,4,0,2
ENSMUSG00000070504,0,0,0,0,0,0
ENSMUSG00000026544,6,6,8,6,12,4
ENSMUSG00000060128,0,4,0,1,1,3
ENSMUSG00000037942,0,0,0,0,0,0
ENSMUSG00000102430,0,0,0,0,0,0
ENSMUSG00000070182,0,0,0,0,0,0
ENSMUSG00000102701,0,0,0,0,0,0
ENSMUSG00000026542,0,2,0,0,0,0
ENSMUSG00000077252,0,0,0,0,0,0
ENSMUSG00000037924,0,0,0,0,0,0
ENSMUSG00000106730,0,0,0,0,0,0
ENSMUSG00000107139,0,0,0,0,0,0
ENSMUSG00000103338,0,0,0,0,0,0
ENSMUSG00000062527,0,0,0,0,0,0
ENSMUSG00000066680,0,0,0,0,0,0
ENSMUSG00000058981,0,0,0,0,0,0
ENSMUSG00000046643,0,0,0,0,0,0
ENSMUSG00000049456,0,0,0,0,0,0
ENSMUSG00000005339,0,0,0,0,0,0
ENSMUSG00000049605,0,0,0,0,0,0
ENSMUSG00000079180,0,0,0,0,0,0
ENSMUSG00000037872,0,0,0,0,0,0
ENSMUSG00000005338,0,0,0,0,0,0
ENSMUSG00000037860,2299,1906,2154,2075,2179,2006
ENSMUSG00000037849,5,1,5,2,3,3
ENSMUSG00000070501,5,2,13,2,9,3
ENSMUSG00000073491,86,93,81,93,98,98
ENSMUSG00000043263,62,11,85,12,71,16
ENSMUSG00000066677,11,1,8,1,3,1
ENSMUSG00000103105,0,1,0,0,0,2
ENSMUSG00000103051,0,1,0,1,2,2
ENSMUSG00000073490,1181,762,1361,747,1161,825
ENSMUSG00000073489,207,39,244,43,163,54
ENSMUSG00000090222,58,9,108,7,82,5
ENSMUSG00000102187,0,0,0,0,0,0
ENSMUSG00000090272,432,148,443,152,374,164
ENSMUSG00000102433,0,0,0,0,0,0
ENSMUSG00000026536,51,12,65,7,54,16
ENSMUSG00000039997,989,205,1197,225,994,228
ENSMUSG00000026535,585,95,698,68,536,84
ENSMUSG00000103588,14,18,23,10,17,18
ENSMUSG00000054203,7,1,4,1,5,3
ENSMUSG00000045381,1,0,0,2,1,0
ENSMUSG00000047048,2,1,0,0,1,1
ENSMUSG00000102603,0,0,0,0,0,0
ENSMUSG00000050134,0,0,0,0,0,0
ENSMUSG00000049528,0,0,0,0,0,0
ENSMUSG00000106975,0,0,0,0,0,0
ENSMUSG00000059371,0,0,0,0,0,0
ENSMUSG00000103863,0,0,0,0,0,0
ENSMUSG00000046486,0,0,0,0,0,0
ENSMUSG00000051528,0,0,0,0,0,0
ENSMUSG00000102371,0,0,0,0,0,0
ENSMUSG00000091950,0,0,0,0,0,0
ENSMUSG00000055033,0,0,0,0,0,0
ENSMUSG00000107114,0,0,0,0,0,0
ENSMUSG00000026532,0,0,2,0,0,0
ENSMUSG00000050788,0,0,0,0,0,0
ENSMUSG00000026531,0,0,0,0,0,0
ENSMUSG00000066672,0,0,0,0,0,0
ENSMUSG00000102920,0,0,0,0,0,0
ENSMUSG00000059503,0,0,0,0,0,0
ENSMUSG00000051509,0,0,0,0,0,0
ENSMUSG00000066671,0,0,0,0,0,0
ENSMUSG00000028354,0,0,0,0,0,0
ENSMUSG00000050069,0,0,0,0,0,0
ENSMUSG00000026527,0,0,0,0,0,0
ENSMUSG00000104343,0,0,0,0,0,0
ENSMUSG00000103079,0,1,0,3,0,0
ENSMUSG00000026526,2243,2734,2102,2872,2180,3169
ENSMUSG00000039783,15,7,10,3,7,8
ENSMUSG00000026525,42,46,31,49,28,70
ENSMUSG00000078185,540,505,477,545,509,616
ENSMUSG00000026523,1,0,0,0,3,0
ENSMUSG00000077794,0,0,0,0,0,0
ENSMUSG00000039748,848,1124,661,1124,765,1129
ENSMUSG00000118715,2,0,0,0,0,2
ENSMUSG00000104158,1,0,0,0,1,0
ENSMUSG00000103540,0,0,0,0,0,0
ENSMUSG00000055214,0,0,0,0,0,2
ENSMUSG00000078184,96,108,111,111,110,108
ENSMUSG00000104363,0,0,0,0,0,0
ENSMUSG00000103277,0,0,0,0,0,0
ENSMUSG00000104157,0,0,0,0,0,0
ENSMUSG00000102446,0,0,0,0,0,0
ENSMUSG00000104248,0,0,0,0,0,0
ENSMUSG00000104021,0,0,0,0,0,0
ENSMUSG00000103471,0,0,0,0,0,0
ENSMUSG00000087875,0,0,0,0,0,0
ENSMUSG00000057335,4133,2119,4077,2072,3949,2127
ENSMUSG00000103634,2,1,4,2,2,0
ENSMUSG00000104154,14,5,5,4,8,1
ENSMUSG00000103435,4,0,1,0,1,1
ENSMUSG00000065573,0,0,0,0,0,0
ENSMUSG00000026504,524,248,526,293,490,281
ENSMUSG00000103367,486,511,402,475,471,460
ENSMUSG00000103584,2,0,0,0,1,0
ENSMUSG00000102475,1,0,0,0,0,0
ENSMUSG00000102211,1,0,0,0,2,1
ENSMUSG00000087082,1,0,1,0,0,0
ENSMUSG00000103251,5,0,6,0,6,2
ENSMUSG00000019699,1670,687,1803,635,1638,755
ENSMUSG00000104391,12,2,4,3,8,4
ENSMUSG00000102133,3,0,4,0,1,0
ENSMUSG00000102749,0,0,0,1,0,0
ENSMUSG00000103163,1,2,3,0,0,0
ENSMUSG00000103646,7,0,14,1,11,1
ENSMUSG00000102427,2,1,4,1,0,0
ENSMUSG00000103633,0,0,0,0,0,0
ENSMUSG00000097892,0,1,0,0,2,1
ENSMUSG00000063659,1767,1041,1619,1167,1671,1198
ENSMUSG00000102432,0,0,0,0,0,0
ENSMUSG00000103043,0,0,0,0,0,0
ENSMUSG00000119707,0,0,0,0,0,0
ENSMUSG00000102885,0,0,0,0,0,0
ENSMUSG00000103767,11,3,4,3,7,5
ENSMUSG00000101746,23,33,32,18,16,26
ENSMUSG00000015962,10,5,4,1,4,10
ENSMUSG00000015961,2811,2942,2550,3176,2672,3352
ENSMUSG00000089657,0,3,4,2,1,4
ENSMUSG00000102483,1,0,0,0,0,0
ENSMUSG00000091476,20,7,12,3,10,16
ENSMUSG00000104097,11,2,2,5,1,7
ENSMUSG00000119789,0,0,0,0,0,0
ENSMUSG00000102493,54,32,50,30,51,47
ENSMUSG00000026502,1687,957,1640,1061,1551,1215
ENSMUSG00000103958,1,0,0,0,0,1
ENSMUSG00000070489,0,1,0,0,0,1
ENSMUSG00000104126,294,349,246,345,315,330
ENSMUSG00000086350,13,21,24,16,22,46
ENSMUSG00000026500,2,12,3,13,3,5
ENSMUSG00000039630,15652,21901,13808,22547,15105,25052
ENSMUSG00000104279,7,9,8,4,4,6
ENSMUSG00000064954,0,0,0,0,0,0
ENSMUSG00000026495,18,30,18,42,26,53
ENSMUSG00000026494,4,0,1,0,1,0
ENSMUSG00000064967,1,0,0,0,0,0
ENSMUSG00000102922,0,0,0,0,0,0
ENSMUSG00000089713,0,0,0,0,0,0
ENSMUSG00000055067,363,355,412,353,376,390
ENSMUSG00000096474,2,4,2,1,0,2
ENSMUSG00000026492,413,451,367,502,427,533
ENSMUSG00000082395,5,2,8,1,5,4
ENSMUSG00000038949,692,588,673,595,674,696
ENSMUSG00000038936,654,276,726,252,644,260
ENSMUSG00000087236,1,0,0,1,0,0
ENSMUSG00000026491,2315,2858,2109,2928,2252,3248
ENSMUSG00000073486,7,2,0,3,0,0
ENSMUSG00000104418,3,1,5,2,3,1
ENSMUSG00000026490,1,0,0,2,0,1
ENSMUSG00000102194,0,0,0,0,0,0
ENSMUSG00000103636,0,1,0,0,0,0
ENSMUSG00000026489,80,32,96,33,78,42
ENSMUSG00000104520,3,0,3,0,2,1
ENSMUSG00000010609,1190,1085,1160,1024,1210,1053
ENSMUSG00000102923,1,0,2,3,1,0
ENSMUSG00000055676,3,1,12,6,13,2
ENSMUSG00000038855,1945,976,2435,962,2125,1023
ENSMUSG00000104388,23,1,34,5,27,6
ENSMUSG00000103123,1,0,2,1,0,0
ENSMUSG00000103772,10,5,13,2,3,1
ENSMUSG00000053963,7,1,6,3,8,0
ENSMUSG00000104210,0,0,0,0,0,0
ENSMUSG00000102608,0,0,0,0,2,0
ENSMUSG00000026496,5277,7144,5051,6952,5144,7553
ENSMUSG00000098926,1,3,0,2,2,1
ENSMUSG00000058729,460,407,432,450,357,479
ENSMUSG00000026497,2,1,4,2,2,3
ENSMUSG00000104202,0,0,0,0,0,0
ENSMUSG00000026499,1679,1402,1695,1466,1757,1435
ENSMUSG00000103649,15,13,23,14,22,15
ENSMUSG00000103156,5,15,13,13,20,14
ENSMUSG00000060743,2403,2629,2095,3043,2185,3026
ENSMUSG00000073485,16,7,12,7,9,13
ENSMUSG00000084558,0,2,1,0,0,0
ENSMUSG00000038806,1478,1372,1473,1398,1321,1551
ENSMUSG00000103979,3,7,9,2,3,1
ENSMUSG00000104251,0,0,0,0,0,0
ENSMUSG00000066652,0,0,2,0,0,1
ENSMUSG00000026520,2120,2508,1984,2454,2059,2562
ENSMUSG00000038793,7,3,8,2,4,0
ENSMUSG00000026519,1752,742,1655,719,1717,772
ENSMUSG00000085563,9,2,7,5,4,0
ENSMUSG00000103930,1,0,0,0,2,0
ENSMUSG00000038776,1322,177,1623,217,1415,210
ENSMUSG00000103516,0,0,0,0,0,0
ENSMUSG00000102858,0,0,0,0,0,0
ENSMUSG00000038768,0,0,1,0,0,0
ENSMUSG00000104390,0,0,0,0,0,0
ENSMUSG00000103328,0,0,0,0,0,0
ENSMUSG00000102219,2,1,0,0,3,0
ENSMUSG00000026516,3101,2802,2962,2843,2876,2969
ENSMUSG00000103178,0,0,0,0,0,0
ENSMUSG00000062169,1231,1753,1187,1626,1160,1737
ENSMUSG00000038733,9225,6484,9030,6924,8718,7637
ENSMUSG00000054135,7,15,7,13,9,14
ENSMUSG00000081214,219,359,262,257,237,242
ENSMUSG00000103260,101,94,119,93,112,97
ENSMUSG00000026514,0,0,0,1,0,0
ENSMUSG00000102276,0,0,0,0,0,0
ENSMUSG00000089888,0,0,0,0,0,0
ENSMUSG00000089927,0,0,0,0,0,0
ENSMUSG00000050625,0,0,0,0,0,0
ENSMUSG00000047369,22,25,29,19,25,28
ENSMUSG00000103100,0,0,0,0,0,0
ENSMUSG00000064970,0,0,0,0,0,0
ENSMUSG00000004880,3821,4942,3216,5085,3602,5746
ENSMUSG00000056699,1,0,1,0,0,1
ENSMUSG00000022995,10,2,3,0,6,2
ENSMUSG00000103722,0,0,0,0,0,0
ENSMUSG00000103317,0,0,0,0,0,0
ENSMUSG00000102950,0,0,0,0,0,0
ENSMUSG00000102760,0,0,0,0,0,0
ENSMUSG00000103379,0,0,0,0,0,0
ENSMUSG00000026511,757,702,634,805,716,799
ENSMUSG00000103018,0,0,0,0,0,0
ENSMUSG00000091013,0,0,1,0,0,0
ENSMUSG00000038633,7870,4403,7513,4449,7851,4835
ENSMUSG00000100147,18,2,47,0,26,1
ENSMUSG00000047539,1765,1183,1756,1153,1620,1252
ENSMUSG00000097260,0,0,0,0,0,0
ENSMUSG00000073482,0,0,0,0,1,1
ENSMUSG00000026510,595,398,597,444,598,468
ENSMUSG00000026509,1503,522,1473,538,1434,538
ENSMUSG00000102234,0,0,0,0,0,0
ENSMUSG00000104415,1,2,2,1,6,2
ENSMUSG00000103878,0,0,0,0,0,0
ENSMUSG00000038599,8,9,7,6,15,18
ENSMUSG00000104376,0,0,0,0,0,0
ENSMUSG00000102688,0,0,0,0,0,0
ENSMUSG00000043429,0,0,0,0,0,0
ENSMUSG00000038576,0,0,0,0,0,0
ENSMUSG00000102291,0,0,0,0,0,0
ENSMUSG00000079164,1,0,0,1,0,0
ENSMUSG00000030768,423,399,422,416,388,478
ENSMUSG00000102478,14,12,8,24,19,35
ENSMUSG00000118599,0,0,1,1,0,2
ENSMUSG00000046836,962,696,876,760,869,874
ENSMUSG00000042901,793,738,709,874,785,916
ENSMUSG00000056050,2309,2114,2365,1931,2260,2174
ENSMUSG00000103415,1,0,0,1,0,1
ENSMUSG00000072258,277,363,251,388,274,439
ENSMUSG00000104212,0,0,1,3,0,2
ENSMUSG00000053461,7,8,3,6,5,18
ENSMUSG00000104022,0,1,0,0,1,0
ENSMUSG00000103451,0,0,0,0,0,0
ENSMUSG00000090533,0,0,0,0,0,0
ENSMUSG00000103305,0,0,0,0,0,0
ENSMUSG00000104007,0,0,0,0,0,0
ENSMUSG00000102743,0,0,0,0,0,0
ENSMUSG00000039384,77,16,104,20,56,21
ENSMUSG00000044854,6,3,1,3,7,1
ENSMUSG00000102682,0,0,0,0,0,0
ENSMUSG00000102794,0,0,0,0,0,0
ENSMUSG00000104419,0,0,0,1,0,0
ENSMUSG00000101574,2,0,0,0,0,0
ENSMUSG00000089057,0,0,0,0,0,0
ENSMUSG00000103308,19,0,37,2,27,3
ENSMUSG00000102606,15,3,10,0,12,6
ENSMUSG00000103314,0,0,0,0,0,0
ENSMUSG00000092578,0,0,0,0,0,0
ENSMUSG00000039377,66,31,70,10,50,20
ENSMUSG00000102158,1,0,0,4,1,0
ENSMUSG00000026621,6,1,2,1,4,2
ENSMUSG00000073481,835,504,737,576,703,597
ENSMUSG00000088559,0,0,0,0,0,0
ENSMUSG00000039349,0,0,0,0,0,1
ENSMUSG00000026620,0,0,0,0,0,0
ENSMUSG00000102784,0,0,0,0,0,0
ENSMUSG00000103942,0,0,0,0,0,0
ENSMUSG00000103478,0,0,0,0,0,0
ENSMUSG00000104461,0,0,0,0,0,0
ENSMUSG00000039318,4532,5134,4456,4981,4537,5271
ENSMUSG00000105770,1,11,0,2,2,6
ENSMUSG00000103613,6,16,11,30,14,7
ENSMUSG00000026618,2475,2527,2244,2582,2337,2711
ENSMUSG00000104368,3,4,4,6,8,5
ENSMUSG00000065581,5,1,5,0,4,4
ENSMUSG00000065562,0,0,0,0,0,0
ENSMUSG00000102526,3,6,3,1,2,1
ENSMUSG00000026617,996,1317,905,1321,901,1405
ENSMUSG00000097261,0,5,0,2,0,0
ENSMUSG00000026615,7352,9147,6709,8889,7095,9769
ENSMUSG00000051295,0,1,0,0,0,0
ENSMUSG00000118510,0,0,0,0,0,0
ENSMUSG00000097615,0,0,0,0,0,0
ENSMUSG00000026614,0,0,0,0,0,0
ENSMUSG00000102185,1,0,1,0,0,0
ENSMUSG00000103799,0,0,0,0,0,0
ENSMUSG00000102546,3,4,0,1,2,0
ENSMUSG00000039246,0,0,0,0,0,1
ENSMUSG00000103056,0,0,0,0,0,0
ENSMUSG00000103449,0,0,0,0,0,0
ENSMUSG00000102790,0,0,0,0,0,0
ENSMUSG00000102217,0,0,0,0,0,0
ENSMUSG00000103690,0,0,0,0,0,0
ENSMUSG00000039239,1,3,4,4,1,4
ENSMUSG00000089045,0,0,0,0,0,0
ENSMUSG00000100393,0,1,0,0,0,0
ENSMUSG00000102619,0,2,0,5,0,0
ENSMUSG00000001305,834,1371,683,1421,820,1450
ENSMUSG00000097784,12,8,15,5,11,21
ENSMUSG00000103503,0,0,0,0,0,0
ENSMUSG00000097935,1,1,0,1,0,0
ENSMUSG00000104312,0,0,0,0,0,0
ENSMUSG00000039224,0,0,0,0,0,0
ENSMUSG00000104424,0,0,0,0,0,0
ENSMUSG00000026611,1,0,1,0,0,2
ENSMUSG00000089831,0,0,0,0,0,0
ENSMUSG00000106839,0,0,0,0,0,2
ENSMUSG00000107163,0,0,0,0,0,0
ENSMUSG00000089947,0,0,0,0,0,0
ENSMUSG00000089730,0,0,0,0,0,0
ENSMUSG00000039210,470,439,481,447,473,467
ENSMUSG00000104394,67,32,75,39,45,48
ENSMUSG00000104245,54,48,46,41,37,39
ENSMUSG00000103923,0,0,0,0,0,0
ENSMUSG00000026610,0,0,0,0,0,0
ENSMUSG00000103961,0,0,0,0,0,1
ENSMUSG00000103401,0,0,0,0,0,0
ENSMUSG00000118492,0,0,0,0,0,0
ENSMUSG00000103577,0,0,0,0,0,0
ENSMUSG00000103732,0,0,0,0,0,0
ENSMUSG00000104482,0,0,0,0,0,0
ENSMUSG00000026609,2,2,0,2,1,1
ENSMUSG00000077235,0,0,0,0,0,0
ENSMUSG00000084550,0,0,0,0,0,0
ENSMUSG00000026608,792,886,790,989,808,1021
ENSMUSG00000103370,0,0,0,0,0,0
ENSMUSG00000104464,0,0,0,0,0,0
ENSMUSG00000118701,0,0,0,0,0,0
ENSMUSG00000037624,238,48,342,47,260,40
ENSMUSG00000103669,12,1,17,2,17,3
ENSMUSG00000102824,551,446,543,563,591,558
ENSMUSG00000104507,0,0,0,0,0,0
ENSMUSG00000103087,0,0,0,4,0,0
ENSMUSG00000026605,2419,2645,1923,2787,2265,3119
ENSMUSG00000103374,0,0,0,2,0,0
ENSMUSG00000026604,118,79,211,85,134,83
ENSMUSG00000102248,0,0,0,0,0,0
ENSMUSG00000097925,0,0,0,0,0,0
ENSMUSG00000104435,152,161,175,179,139,195
ENSMUSG00000026603,1206,1270,1174,1313,1255,1480
ENSMUSG00000103467,3,3,2,5,9,4
ENSMUSG00000010175,0,0,1,0,0,0
ENSMUSG00000099404,0,0,0,0,0,0
ENSMUSG00000079045,0,0,0,0,0,0
ENSMUSG00000103644,0,0,0,0,0,0
ENSMUSG00000103510,0,0,0,0,0,0
ENSMUSG00000093064,0,0,0,0,0,0
ENSMUSG00000103963,0,0,0,0,0,0
ENSMUSG00000089872,790,567,822,567,836,588
ENSMUSG00000026634,1080,1143,1043,1117,1073,1191
ENSMUSG00000037568,10,3,6,0,6,4
ENSMUSG00000104487,0,0,0,0,0,0
ENSMUSG00000103723,0,1,6,2,0,0
ENSMUSG00000103964,0,0,2,2,0,4
ENSMUSG00000066595,410,643,356,666,348,749
ENSMUSG00000097845,2,0,0,2,0,0
ENSMUSG00000057072,2,0,0,0,0,0
ENSMUSG00000026632,128,97,169,103,164,93
ENSMUSG00000062510,927,1031,859,957,927,994
ENSMUSG00000103576,42,50,33,46,39,69
ENSMUSG00000026630,0,0,7,0,4,0
ENSMUSG00000102777,2,0,1,0,6,0
ENSMUSG00000091017,0,0,1,2,0,1
ENSMUSG00000026628,1144,225,1654,249,1406,243
ENSMUSG00000073478,10,30,23,35,24,32
ENSMUSG00000103685,11,3,9,6,5,3
ENSMUSG00000103174,2,0,0,1,0,0
ENSMUSG00000037499,484,348,500,339,504,356
ENSMUSG00000026627,665,639,641,631,636,656
ENSMUSG00000026626,2684,2087,2589,2190,2355,2484
ENSMUSG00000103433,2,8,0,5,9,4
ENSMUSG00000103114,19,11,30,18,23,16
ENSMUSG00000104341,0,1,0,0,0,1
ENSMUSG00000103517,1,0,1,0,0,0
ENSMUSG00000102246,11,11,15,13,7,2
ENSMUSG00000037474,1757,1689,1487,1730,1492,1837
ENSMUSG00000037461,2395,3150,2044,3046,2132,3429
ENSMUSG00000102970,13,4,8,5,7,6
ENSMUSG00000026623,5009,4295,4858,4373,4961,4842
ENSMUSG00000119660,1,0,3,0,0,0
ENSMUSG00000064845,5,4,20,4,2,13
ENSMUSG00000102596,0,0,0,0,0,0
ENSMUSG00000102840,10,25,5,28,11,18
ENSMUSG00000026622,1578,2688,1445,2465,1618,2658
ENSMUSG00000055833,46,45,43,64,42,62
ENSMUSG00000037434,605,628,601,666,575,692
ENSMUSG00000049353,2,1,4,0,7,0
ENSMUSG00000097416,2,2,1,3,0,0
ENSMUSG00000102915,0,1,3,2,0,0
ENSMUSG00000026637,123,27,141,33,96,38
ENSMUSG00000093003,0,0,0,0,0,0
ENSMUSG00000103653,447,289,531,307,410,303
ENSMUSG00000097089,2,1,0,0,0,0
ENSMUSG00000037395,481,405,474,395,483,448
ENSMUSG00000102755,0,0,0,0,0,0
ENSMUSG00000097316,2,3,4,0,1,5
ENSMUSG00000058248,1,1,2,0,1,1
ENSMUSG00000037375,0,0,0,2,0,1
ENSMUSG00000119403,0,0,0,0,0,0
ENSMUSG00000103874,0,0,0,0,0,0
ENSMUSG00000047384,0,0,0,0,0,0
ENSMUSG00000100872,0,0,0,0,0,0
ENSMUSG00000016262,0,0,0,0,0,0
ENSMUSG00000089812,0,0,0,0,0,0
ENSMUSG00000102162,0,0,2,0,0,1
ENSMUSG00000016200,1,0,0,3,0,1
ENSMUSG00000103640,0,1,0,1,0,0
ENSMUSG00000102442,0,0,0,0,0,0
ENSMUSG00000016181,832,1270,784,1252,800,1378
ENSMUSG00000026638,9,3,5,3,12,1
ENSMUSG00000079144,182,179,149,178,175,199
ENSMUSG00000037318,226,383,284,399,255,336
ENSMUSG00000090080,1,2,1,1,3,0
ENSMUSG00000089683,2,2,3,1,2,2
ENSMUSG00000026639,16,9,15,7,21,10
ENSMUSG00000016194,2,4,17,4,12,7
ENSMUSG00000103089,0,0,1,1,0,1
ENSMUSG00000009633,0,0,0,0,4,0
ENSMUSG00000104348,16,6,17,5,12,8
ENSMUSG00000103736,1,0,0,0,0,0
ENSMUSG00000016179,0,0,0,0,0,0
ENSMUSG00000103895,0,0,0,0,0,0
ENSMUSG00000102648,0,0,0,0,0,1
ENSMUSG00000102981,0,0,0,0,0,0
ENSMUSG00000097850,0,0,0,0,0,0
ENSMUSG00000065533,0,0,0,0,0,0
ENSMUSG00000104182,0,0,0,0,0,0
ENSMUSG00000103692,0,0,0,0,0,0
ENSMUSG00000026640,975,666,1112,638,990,723
ENSMUSG00000102523,4,1,1,0,4,4
